label,var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80,var81,var82,var83,var84,var85,var86,var87,var88,var89,var90,var91,var92,var93,var94,var95,var96,var97,var98,var99,var100,var101,var102,var103,var104,var105,var106,var107,var108,var109,var110,var111,var112,var113,var114,var115,var116,var117,var118,var119,var120,var121,var122,var123,var124,var125,var126,var127,var128,var129,var130,var131,var132,var133,var134,var135,var136,var137,var138,var139,var140,var141,var142,var143,var144,var145,var146,var147,var148,var149,var150,var151,var152,var153,var154,var155,var156,var157,var158,var159,var160,var161,var162,var163,var164,var165,var166,var167,var168,var169,var170,var171,var172,var173,var174,var175,var176,var177,var178,var179,var180,var181,var182,var183,var184,var185,var186,var187,var188,var189,var190,var191,var192,var193,var194,var195,var196,var197,var198,var199,var200,var201,var202,var203,var204,var205,var206,var207,var208,var209,var210,var211,var212,var213,var214,var215,var216,var217,var218,var219,var220,var221,var222,var223,var224,var225,var226,var227,var228,var229,var230,var231,var232,var233,var234,var235,var236,var237,var238,var239,var240,var241,var242,var243,var244,var245,var246,var247,var248,var249,var250,var251,var252,var253,var254,var255,var256,var257,var258,var259,var260,var261
Enaka,200, 0, 0, 324, 0, 0, 0, -88, 248, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 4, 0, 0, 0, 2, 100, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 0, 200, 0, 0, 0, 0, 0, 0, 0, 4, 102, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 22, 244, 0, 0, 0, 100, 0, 0, 0, 44, 200, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 24, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 290, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 2, 0, 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 124, 202, 0, 0, 0, 0, 0, 198, 0, 0, 104, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 248, 0, 100, 210, 0, 0, 0, 2, 0, 206, 0, 104, 0, 0, 0, 0, 0, 124, 0, 0, 210, 0, 0, 0, 0, 200, 0, 0, 0, 200, 100, 0, 0, 200, 0, 0, 200, 100, 2, 0, 0, 0, 0
Joshi Mizu,0, 0, 200, 0, 0, 0, 0, 100, 544, 162, 0, 0, 0, 0, 0, 200, 0, 354, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 100, 0, 0, 200, 0, 0, 0, 0, 0, 0, 296, 0, 300, 108, 0, 0, 100, 200, 0, 0, 0, 0, 178, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 126, 246, 0, 0, 100, 0, 0, 244, 0, 0, 100, 336, 0, 0, 100, 0, 200, 248, 100, 100, 0, 2, 0, 0, 0, 0, 0, 214, 0, 104, 448, 100, 202, 0, 372, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 286, 102, 0, 334, 0, 0, 0, 0, 0, 0, 100, 0, 114, 0, 200, 0, 306, 0, 0, 222, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 0, 100, 200, 0, 102, 100, 4, 0, 0, 0, 0, 200, 0, 200, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 924, 0, 4, 0, 0, 100, 0, 20, 104, 0, 0, 0, 0, 0, 0, 426, 0, 0, 200, 0, 0, 0, 0, 0, 294, 0, 0, 112, 0, 0, 0, 0, 0, 106, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 200, 302, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Du Maroc,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Credibil,0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 100, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 100, 100, 200, 100, 0, 0, 0, 0, 0, 0, 200, 100, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 100, 100, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Twin Frankfurt,0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 66, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2040, 0, 0, 0, 0, 0, 2, 0, 0, 0, 588, 0, 0, 0, 0, 0, 0, 4, 0, 322, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 100, 0, 0, 160, 710, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 28, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 624, 0, 0, 0, 0, 2, 0, 46, 0, 0, 0, 152, 16, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 20, 0, 0, 720, 104, 0, 2, 0, 0, 2, 0, 0, 148, 0, 0, 0, 200, 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 480, 2, 0, 0, 0, 0, 0, 0, 0, 100, 260, 0, 500, 0, 100, 0, 0, 0, 2226, 0, 0, 100, 0, 0, 100, 0, 226, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Alles oder Nix Rec.,0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 100, 0, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 100, 0, 0, 100, 0, 0, 0, 200, 0, 0, 0, 0, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Falk Schacht,100, 200, 202, 200, 0, 0, 100, 200, 194, 228, 0, 0, 0, 0, 0, 0, 206, 124, 0, 100, 0, 0, 200, 200, 200, 0, 0, 0, 292, 0, 200, 100, 100, 236, 202, 0, 200, 218, 304, 0, 200, 200, 0, 100, 100, 200, 208, 200, 100, 0, 0, 268, 0, 100, 0, 100, 100, 312, 200, 100, 200, 104, 100, 0, 0, 100, 0, 100, 0, 0, 114, 0, 200, 0, 200, 200, 100, 200, 0, 200, 100, 104, 200, 200, 0, 100, 200, 200, 110, 0, 100, 0, 220, 140, 114, 100, 200, 270, 212, 200, 0, 92, 100, 200, 0, 0, 0, 200, 200, 200, 104, 100, 0, 100, 0, 100, 200, 0, 100, 0, 100, 212, 100, 200, 0, 100, 0, 0, 0, 0, 200, 200, 0, 0, 100, 0, 200, 0, 0, 200, 0, 0, 0, 100, 114, 0, 0, 114, 0, 202, 100, 212, 0, 0, 0, 0, 0, 0, 200, 200, 112, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 102, 8, 4, 200, 0, 236, 212, 200, 0, 200, 200, 0, 0, 100, 208, 204, 0, 0, 0, 0, 100, 0, 0, 0, 0, 244, 0, 100, 112, 100, 104, 100, 100, 0, 100, 0, 100, 0, 100, 0, 0, 0, 0, 200, 100, 100, 100, 0, 100, 100, 202, 100, 0, 0, 200, 100, 0, 102, 100, 100, 100, 0, 0, 0, 100, 0, 0, 0, 100, 100, 0, 100, 0, 204, 0, 0, 4, 204, 200, 0, 0, 100, 0, 0, 200, 0, 0, 0, 0, 0, 100
Major Movez,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 124, 0, 0, 0, 0, 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 220, 0, 0, 0, 0, 0, 0, 100, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 302, 0, 132, 100, 100, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 4, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ERRDEKA,0, 0, 0, 0, 0, 0, 0, 226, 0, 0, 4, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 100, 0, 0, 0, 134, 112, 0, 0, 100, 0, 0, 0, 0, 0, 0, 670, 0, 362, 0, 0, 0, 218, 0, 218, 0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 52, 260, 100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 106, 0, 0, 0, 106, 236, 0, 112, 0, 100, 0, 0, 100, 100, 0, 0, 0, 0, 0, 0, 244, 0, 100, 0, 0, 0, 0, 204, 102, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 200, 102, 22, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 4, 0, 0, 200, 0, 0, 100, 0, 0, 0, 0, 0, 4, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 352, 112, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 298, 208, 0, 0, 0, 0, 0, 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 242, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 206, 0, 0, 0, 0, 100, 0, 104, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0
Sierra Kidd,0, 0, 100, 0, 0, 0, 0, 100, 200, 100, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 200, 100, 0, 0, 0, 200, 100, 0, 0, 0, 200, 100, 200, 0, 0, 200, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100, 0, 0, 100, 0, 200, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100, 0, 0, 100, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 200, 0, 0, 100, 0, 0, 0, 200, 100, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 100, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 100, 0, 0, 0, 0, 136, 0, 100, 50, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 100, 0, 200, 0, 0, 0, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0
Aria Nejati,0, 0, 222, 0, 4, 0, 0, 0, 0, 988, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 256, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, -66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 232, 0, 0, 0, 234, 0, 0, 66, 148, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 260, 0, 0, 0, 316, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
DANJU DANJU,0, 266, 0, 0, 0, 0, 6, 94, 0, 178, 4, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 754, 0, 0, 102, 0, 4, 0, 0, 0, 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 130, 0, 0, 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 238, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1014, 0, 0, 0, 2, 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 2, 0, 100, 118, 0, 0, 2, 0, 0, 0, 0, 312, 100, 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 100, 0, 376, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0
Muso,0, 100, 0, 200, 0, 0, 0, 244, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 280, 100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 260, 102, 0, 200, 0, 0, 0, 0, 0, 0, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100, 0, 100, 0, 100, 0, 100, 100, 0, 0, 0, 104, 104, 208, 0, 0, 0, 0, 100, 0, 0, 102, 0, 200, 0, 0, 0, 100, 0, 0, 100, 0, 0, 200, 206, 0, 0, 0, 0, 0, 0, 0, 240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 296, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 100, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 248, 0, 0, 100, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
385idéal,0, 0, 110, 100, 100, 0, 0, 100, 202, 116, 0, 0, 0, 0, 0, 100, 100, 100, 0, 0, 100, 0, 100, 194, 0, 102, 0, 0, 100, 0, 100, 100, 134, 200, 0, 0, 0, 168, 0, 0, 0, 172, 348, 0, 0, 200, 170, 100, 100, 100, 0, 0, 100, 100, 0, 100, 2, 108, 0, 0, 106, 160, 100, 0, 100, 0, 0, 200, 0, 0, 0, 0, 4, 100, 100, 0, 0, 0, 100, 0, 100, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0, 0, 250, 100, 322, 100, 0, 100, 100, 200, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0, 100, 0, 0, 100, 128, 0, 0, 474, 0, 200, 0, 100, 0, 100, 0, 100, 100, 0, 0, 100, 12, 102, 0, 0, 222, 100, 0, 0, 100, 100, 0, 100, 204, 0, 0, 170, 0, 100, 200, 100, 0, 2880, 100, 0, 100, 240, 0, 0, 0, 102, 200, 0, 300, 0, 0, 0, 0, 100, 100, 102, 302, 0, 0, 0, 0, 4, 0, 390, 0, 0, 0, 152, 100, 0, 0, 0, 6, 100, 0, 0, 0, 200, 100, 0, 0, 0, 0, 100, 0, 100, 0, 0, 0, 0, 0, 830, 266, 0, 332, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 180, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
manuell mbilal,0, 0, 108, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 4, 0, 0, 0, 0, 0, 42, 0, 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -60, 0, 200, 0, 0, 0, 0, 0, 0, 148, 68, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 150, 0, 0, -44, 0, 0, 0, 140, 0, 0, 4, 0, 208, 100, 0, 0, 0, 0, 4, 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 288, 4, 0, 0, 0, 0, 0, 0, 330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 24, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Swiss666,0, 0, 2, 0, 0, 0, 0, 0, 278, 100, 0, 0, 0, 100, 0, 0, 124, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 594, 0, 0, 100, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 290, 2, 200, 0, 0, 8, 0, 0, 0, 318, 0, 0, 136, 36, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, -36, 1324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 244, 0, 596, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 4, 0, 0, 10, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 104, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 118, 0, 0, 102, 0, 0, 0, 0, 544, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 4, 0, 0, 100, 0, 0, 0, 0, 0, 0, 100, 0, 348, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 892, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
